"","id","date","tavg"
"3037","RSM00037463",2015-04-27,12.1
"3038","RSM00037463",2015-04-28,9
"3039","RSM00037463",2015-04-29,11.8
"3040","RSM00037463",2015-04-30,13.6
"3041","RSM00037463",2015-05-01,11.5
"3042","RSM00037463",2015-05-02,9.6
"3043","RSM00037463",2015-05-03,8.2
"3044","RSM00037463",2015-05-04,12.3
"3045","RSM00037463",2015-05-05,8.2
"3046","RSM00037463",2015-05-06,7.3
"3047","RSM00037463",2015-05-07,7.9
"3048","RSM00037463",2015-05-08,8.9
"3049","RSM00037463",2015-05-09,9.1
"3050","RSM00037463",2015-05-10,7.5
"3051","RSM00037463",2015-05-11,8.1
"3052","RSM00037463",2015-05-12,9.5
"3053","RSM00037463",2015-05-13,7.7
"3054","RSM00037463",2015-05-14,8.9
"3055","RSM00037463",2015-05-15,8.5
"3056","RSM00037463",2015-05-16,11.9
"3057","RSM00037463",2015-05-17,10.3
"3058","RSM00037463",2015-05-18,11.1
"3059","RSM00037463",2015-05-19,13.7
"3060","RSM00037463",2015-05-20,14.6
"3061","RSM00037463",2015-05-21,15.2
"3062","RSM00037463",2015-05-22,14.9
"3063","RSM00037463",2015-05-23,14.4
"3064","RSM00037463",2015-05-24,15.5
"3065","RSM00037463",2015-05-25,16.7
"3066","RSM00037463",2015-05-26,15.4
"3067","RSM00037463",2015-05-27,14.9
"3068","RSM00037463",2015-05-28,16.1
"3069","RSM00037463",2015-05-29,17
"3070","RSM00037463",2015-05-30,18.4
"3071","RSM00037463",2015-05-31,17.7
"3072","RSM00037463",2015-06-01,16.1
"3073","RSM00037463",2015-06-02,18.6
"3074","RSM00037463",2015-06-03,17.9
"3075","RSM00037463",2015-06-04,18.7
"3076","RSM00037463",2015-06-05,19.7
"3077","RSM00037463",2015-06-06,15.3
"3078","RSM00037463",2015-06-07,11.9
"3079","RSM00037463",2015-06-08,15.1
"3080","RSM00037463",2015-06-09,18.6
"3081","RSM00037463",2015-06-10,17.4
"3082","RSM00037463",2015-06-11,16.7
"3083","RSM00037463",2015-06-12,14.8
"3084","RSM00037463",2015-06-13,14.8
"3085","RSM00037463",2015-06-14,16.7
"3086","RSM00037463",2015-06-15,17.8
"3087","RSM00037463",2015-06-16,17.7
"3088","RSM00037463",2015-06-17,18.3
"3089","RSM00037463",2015-06-18,16.3
"3090","RSM00037463",2015-06-19,20.4
"3091","RSM00037463",2015-06-20,21.2
"3092","RSM00037463",2015-06-21,19.9
"3093","RSM00037463",2015-06-22,19.4
"3094","RSM00037463",2015-06-23,21.5
"3095","RSM00037463",2015-06-24,20.4
"3096","RSM00037463",2015-06-25,19.8
"3097","RSM00037463",2015-06-26,17.2
"3098","RSM00037463",2015-06-27,16.9
"3099","RSM00037463",2015-06-28,19.5
"3100","RSM00037463",2015-06-29,20.7
"3101","RSM00037463",2015-06-30,21.7
"3102","RSM00037463",2015-07-01,19.3
"3103","RSM00037463",2015-07-02,19.8
"3104","RSM00037463",2015-07-03,19.6
"3105","RSM00037463",2015-07-04,18.1
"3106","RSM00037463",2015-07-05,21.8
"3107","RSM00037463",2015-07-06,21.4
"3108","RSM00037463",2015-07-07,17.2
"3109","RSM00037463",2015-07-08,18.4
"3110","RSM00037463",2015-07-09,22.6
"3111","RSM00037463",2015-07-10,24.7
"3112","RSM00037463",2015-07-11,20.4
"3113","RSM00037463",2015-07-12,15
"3114","RSM00037463",2015-07-13,15.1
"3115","RSM00037463",2015-07-14,17.5
"3116","RSM00037463",2015-07-15,21.4
"3117","RSM00037463",2015-07-16,16.8
"3118","RSM00037463",2015-07-17,13.4
"3119","RSM00037463",2015-07-18,14.9
"3120","RSM00037463",2015-07-19,15.3
"3121","RSM00037463",2015-07-20,15.6
"3122","RSM00037463",2015-07-21,18.9
"3123","RSM00037463",2015-07-22,17.3
"3124","RSM00037463",2015-07-23,18
"3125","RSM00037463",2015-07-24,20.2
"3126","RSM00037463",2015-07-25,22.3
"3127","RSM00037463",2015-07-26,18.7
"3128","RSM00037463",2015-07-27,19.3
"3129","RSM00037463",2015-07-28,20.7
"3130","RSM00037463",2015-07-29,20.6
"3131","RSM00037463",2015-07-30,21.6
"3132","RSM00037463",2015-07-31,24.1
"3133","RSM00037463",2015-08-01,23
"3134","RSM00037463",2015-08-02,21.2
"3135","RSM00037463",2015-08-03,21.4
"3136","RSM00037463",2015-08-04,23.1
"3137","RSM00037463",2015-08-05,20.6
"3138","RSM00037463",2015-08-06,16.7
"3139","RSM00037463",2015-08-07,17
"3140","RSM00037463",2015-08-08,14.9
"3141","RSM00037463",2015-08-09,17
"3142","RSM00037463",2015-08-10,19.6
"3143","RSM00037463",2015-08-11,21.2
"3144","RSM00037463",2015-08-12,22.1
"3145","RSM00037463",2015-08-13,22
"3146","RSM00037463",2015-08-14,23.7
"3147","RSM00037463",2015-08-15,23.6
"3148","RSM00037463",2015-08-16,23.5
"3149","RSM00037463",2015-08-17,19.7
"3150","RSM00037463",2015-08-18,21
"3151","RSM00037463",2015-08-19,22.2
"3152","RSM00037463",2015-08-20,18.9
"3153","RSM00037463",2015-08-21,15.3
"3154","RSM00037463",2015-08-22,15.4
"3155","RSM00037463",2015-08-23,16.6
"3156","RSM00037463",2015-08-24,13.3
"3157","RSM00037463",2015-08-25,12.6
"3158","RSM00037463",2015-08-26,11.7
"3159","RSM00037463",2015-08-27,14.3
"3160","RSM00037463",2015-08-28,14.5
"3161","RSM00037463",2015-08-29,15.9
"3162","RSM00037463",2015-08-30,17.5
"3163","RSM00037463",2015-08-31,15.2
"3164","RSM00037463",2015-09-01,15.8
"3165","RSM00037463",2015-09-02,16.6
"3166","RSM00037463",2015-09-03,17.3
"3167","RSM00037463",2015-09-04,18.9
"3168","RSM00037463",2015-09-05,19.8
"3169","RSM00037463",2015-09-06,20.1
"3170","RSM00037463",2015-09-07,19.2
"3171","RSM00037463",2015-09-08,18.6
"3172","RSM00037463",2015-09-09,18.8
"3173","RSM00037463",2015-09-10,17.9
"3174","RSM00037463",2015-09-11,17.2
"3175","RSM00037463",2015-09-12,15.1
"3176","RSM00037463",2015-09-13,15.4
"3177","RSM00037463",2015-09-14,15.6
"3178","RSM00037463",2015-09-15,15.4
"3179","RSM00037463",2015-09-16,13.8
"3180","RSM00037463",2015-09-17,11.7
"3181","RSM00037463",2015-09-18,11.7
"3182","RSM00037463",2015-09-19,13.6
"3183","RSM00037463",2015-09-20,16.6
"3184","RSM00037463",2015-09-21,17.4
"3185","RSM00037463",2015-09-22,17.8
"3186","RSM00037463",2015-09-23,18
"3187","RSM00037463",2015-09-24,17.6
"3188","RSM00037463",2015-09-25,16
"3189","RSM00037463",2015-09-26,15
"3190","RSM00037463",2015-09-27,14.9
"3191","RSM00037463",2015-09-28,14.4
"3192","RSM00037463",2015-09-29,15.1
"3193","RSM00037463",2015-09-30,15.9
"3194","RSM00037463",2015-10-01,14.9
"3195","RSM00037463",2015-10-02,14.6
"3196","RSM00037463",2015-10-03,14.5
"3197","RSM00037463",2015-10-04,12.8
"3198","RSM00037463",2015-10-05,12.1
"3199","RSM00037463",2015-10-06,12.6
"3200","RSM00037463",2015-10-07,14.4
"3201","RSM00037463",2015-10-08,7.2
"3202","RSM00037463",2015-10-09,3.4
"3203","RSM00037463",2015-10-10,3
"3204","RSM00037463",2015-10-11,3.8
"3205","RSM00037463",2015-10-12,6.9
"3206","RSM00037463",2015-10-13,6.3
"3207","RSM00037463",2015-10-14,7.1
"3208","RSM00037463",2015-10-15,8.3
"3209","RSM00037463",2015-10-16,4.2
"3210","RSM00037463",2015-10-17,2.7
"3211","RSM00037463",2015-10-18,6.1
"3212","RSM00037463",2015-10-19,8.5
"3213","RSM00037463",2015-10-20,7.9
"3214","RSM00037463",2015-10-21,6.1
"3215","RSM00037463",2015-10-22,9.1
"3216","RSM00037463",2015-10-23,13.6
"3217","RSM00037463",2015-10-24,14.3
"3218","RSM00037463",2015-10-25,15.3
"3219","RSM00037463",2015-10-26,5.2
"3220","RSM00037463",2015-10-27,4
"3221","RSM00037463",2015-10-28,4.5
"3222","RSM00037463",2015-10-29,4.3
"3223","RSM00037463",2015-10-30,3
"3224","RSM00037463",2015-10-31,1.1
"3225","RSM00037463",2015-11-01,-2.3
"3226","RSM00037463",2015-11-02,1.6
"3227","RSM00037463",2015-11-03,4.3
"3228","RSM00037463",2015-11-04,8.1
"3229","RSM00037463",2015-11-05,7
"3230","RSM00037463",2015-11-06,6.5
"3231","RSM00037463",2015-11-07,2.3
"3232","RSM00037463",2015-11-08,3.1
"3233","RSM00037463",2015-11-09,2.7
"3234","RSM00037463",2015-11-10,2.9
"3235","RSM00037463",2015-11-11,4.6
"3236","RSM00037463",2015-11-12,1.1
"3237","RSM00037463",2015-11-13,4.3
"3238","RSM00037463",2015-11-14,1.3
"3239","RSM00037463",2015-11-15,3.6
"3240","RSM00037463",2015-11-16,-0.3
"3241","RSM00037463",2015-11-17,5.9
"3242","RSM00037463",2015-11-18,-0.8
"3243","RSM00037463",2015-11-19,-0.5
"3244","RSM00037463",2015-11-20,3.1
"3245","RSM00037463",2015-11-21,4.9
"3246","RSM00037463",2015-11-22,7
"3247","RSM00037463",2015-11-23,6.7
"3248","RSM00037463",2015-11-24,5.9
"3249","RSM00037463",2015-11-25,7.2
"3250","RSM00037463",2015-11-26,11.1
"3251","RSM00037463",2015-11-27,7.5
"3252","RSM00037463",2015-11-28,5.1
"3253","RSM00037463",2015-11-29,6.2
"3254","RSM00037463",2015-11-30,4.6
"3255","RSM00037463",2015-12-01,3
"3256","RSM00037463",2015-12-02,3.3
"3257","RSM00037463",2015-12-03,-4.2
"3258","RSM00037463",2015-12-04,-5.9
"3259","RSM00037463",2015-12-05,-5.5
"3260","RSM00037463",2015-12-06,-4.7
"3261","RSM00037463",2015-12-07,0.1
"3262","RSM00037463",2015-12-08,1.6
"3263","RSM00037463",2015-12-09,-2.1
"3264","RSM00037463",2015-12-10,-2.5
"3265","RSM00037463",2015-12-11,0.1
"3266","RSM00037463",2015-12-12,-1.2
"3267","RSM00037463",2015-12-13,-1.6
"3268","RSM00037463",2015-12-14,-1.7
"3269","RSM00037463",2015-12-15,-2.4
"3270","RSM00037463",2015-12-16,-5.6
"3271","RSM00037463",2015-12-17,-5.9
"3272","RSM00037463",2015-12-18,-5.2
"3273","RSM00037463",2015-12-19,-3
"3274","RSM00037463",2015-12-20,-0.6
"3275","RSM00037463",2015-12-21,2.2
"3276","RSM00037463",2015-12-22,4.6
"3277","RSM00037463",2015-12-23,0.8
"3278","RSM00037463",2015-12-24,0.9
"3279","RSM00037463",2015-12-25,1.7
"3280","RSM00037463",2015-12-26,0.1
"3281","RSM00037463",2015-12-27,0.3
"3282","RSM00037463",2015-12-28,1.4
"3283","RSM00037463",2015-12-29,1.7
"3284","RSM00037463",2015-12-30,-2.4
"3285","RSM00037463",2015-12-31,-8.4
"3286","RSM00037163",2013-01-01,-0.6
"3287","RSM00037163",2013-01-02,0.4
"3288","RSM00037163",2013-01-03,-0.4
"3289","RSM00037163",2013-01-04,-1.3
"3290","RSM00037163",2013-01-05,1
"3291","RSM00037163",2013-01-06,0.9
"3292","RSM00037163",2013-01-07,0.7
"3293","RSM00037163",2013-01-08,-2.2
"3294","RSM00037163",2013-01-09,-1.2
"3295","RSM00037163",2013-01-10,-5.3
"3296","RSM00037163",2013-01-11,-5.7
"3297","RSM00037163",2013-01-12,-0.8
"3298","RSM00037163",2013-01-13,1.1
"3299","RSM00037163",2013-01-14,-0.1
"3300","RSM00037163",2013-01-15,-3.4
"3301","RSM00037163",2013-01-16,-2.5
"3302","RSM00037163",2013-01-17,1.8
"3303","RSM00037163",2013-01-18,2.6
"3304","RSM00037163",2013-01-19,3.6
"3305","RSM00037163",2013-01-20,2.4
"3306","RSM00037163",2013-01-21,4.2
"3307","RSM00037163",2013-01-22,7.6
"3308","RSM00037163",2013-01-23,3.6
"3309","RSM00037163",2013-01-24,5.8
"3310","RSM00037163",2013-01-25,6.8
"3311","RSM00037163",2013-01-26,4.1
"3312","RSM00037163",2013-01-27,2.7
"3313","RSM00037163",2013-01-28,2.6
"3314","RSM00037163",2013-01-29,0.6
"3315","RSM00037163",2013-01-30,-0.7
"3316","RSM00037163",2013-01-31,-0.8
"3317","RSM00037163",2013-02-01,0.5
"3318","RSM00037163",2013-02-02,2.4
"3319","RSM00037163",2013-02-03,1.6
"3320","RSM00037163",2013-02-04,4.9
"3321","RSM00037163",2013-02-05,4.2
"3322","RSM00037163",2013-02-06,3.6
"3323","RSM00037163",2013-02-07,2.6
"3324","RSM00037163",2013-02-08,1.3
"3325","RSM00037163",2013-02-09,3.6
"3326","RSM00037163",2013-02-10,6.2
"3327","RSM00037163",2013-02-11,5.8
"3328","RSM00037163",2013-02-12,5.9
"3329","RSM00037163",2013-02-13,5.1
"3330","RSM00037163",2013-02-14,3.9
"3331","RSM00037163",2013-02-15,6.1
"3332","RSM00037163",2013-02-16,5.4
"3333","RSM00037163",2013-02-17,4.7
"3334","RSM00037163",2013-02-18,4.5
"3335","RSM00037163",2013-02-19,4.7
"3336","RSM00037163",2013-02-20,4.9
"3337","RSM00037163",2013-02-21,4.9
"3338","RSM00037163",2013-02-22,4.1
"3339","RSM00037163",2013-02-23,4.3
"3340","RSM00037163",2013-02-24,2.7
"3341","RSM00037163",2013-02-25,4
"3342","RSM00037163",2013-02-26,2.8
"3343","RSM00037163",2013-02-27,4.4
"3344","RSM00037163",2013-02-28,3.2
"3345","RSM00037163",2013-03-01,5.6
"3346","RSM00037163",2013-03-02,6.8
"3347","RSM00037163",2013-03-03,2.6
"3348","RSM00037163",2013-03-04,2.6
"3349","RSM00037163",2013-03-05,2.8
"3350","RSM00037163",2013-03-06,-1.3
"3351","RSM00037163",2013-03-07,1.2
"3352","RSM00037163",2013-03-08,4
"3353","RSM00037163",2013-03-09,4.7
"3354","RSM00037163",2013-03-10,3.1
"3355","RSM00037163",2013-03-11,5.8
"3356","RSM00037163",2013-03-12,7.2
"3357","RSM00037163",2013-03-13,9.6
"3358","RSM00037163",2013-03-14,8.1
"3359","RSM00037163",2013-03-15,7.4
"3360","RSM00037163",2013-03-16,11.6
"3361","RSM00037163",2013-03-17,12.3
"3362","RSM00037163",2013-03-18,4.1
"3363","RSM00037163",2013-03-19,4
"3364","RSM00037163",2013-03-20,6.7
"3365","RSM00037163",2013-03-21,8.9
"3366","RSM00037163",2013-03-22,7.9
"3367","RSM00037163",2013-03-23,9.9
"3368","RSM00037163",2013-03-24,6.9
"3369","RSM00037163",2013-03-25,4.8
"3370","RSM00037163",2013-03-26,5.9
"3371","RSM00037163",2013-03-27,7.3
"3372","RSM00037163",2013-03-28,7.6
"3373","RSM00037163",2013-03-29,3.5
"3374","RSM00037163",2013-03-30,3.8
"3375","RSM00037163",2013-03-31,6.6
"3376","RSM00037163",2013-04-01,9.3
"3377","RSM00037163",2013-04-02,9.8
"3378","RSM00037163",2013-04-03,10.9
"3379","RSM00037163",2013-04-04,11.3
"3380","RSM00037163",2013-04-05,11.9
"3381","RSM00037163",2013-04-06,13.3
"3382","RSM00037163",2013-04-07,16.6
"3383","RSM00037163",2013-04-08,14.9
"3384","RSM00037163",2013-04-09,15.1
"3385","RSM00037163",2013-04-10,11.6
"3386","RSM00037163",2013-04-11,9.9
"3387","RSM00037163",2013-04-12,11.1
"3388","RSM00037163",2013-04-13,11.2
"3389","RSM00037163",2013-04-14,11
"3390","RSM00037163",2013-04-15,NA
"3391","RSM00037163",2013-04-16,NA
"3392","RSM00037163",2013-04-17,NA
"3393","RSM00037163",2013-04-18,NA
"3394","RSM00037163",2013-04-19,NA
"3395","RSM00037163",2013-04-20,NA
"3396","RSM00037163",2013-04-21,NA
"3397","RSM00037163",2013-04-22,NA
"3398","RSM00037163",2013-04-23,NA
"3399","RSM00037163",2013-04-24,NA
"3400","RSM00037163",2013-04-25,NA
"3401","RSM00037163",2013-04-26,NA
"3402","RSM00037163",2013-04-27,NA
"3403","RSM00037163",2013-04-28,NA
"3404","RSM00037163",2013-04-29,NA
"3405","RSM00037163",2013-04-30,NA
"3406","RSM00037163",2013-05-01,16.2
"3407","RSM00037163",2013-05-02,16.8
"3408","RSM00037163",2013-05-03,17.4
"3409","RSM00037163",2013-05-04,19.7
"3410","RSM00037163",2013-05-05,19.6
"3411","RSM00037163",2013-05-06,21.9
"3412","RSM00037163",2013-05-07,19.2
"3413","RSM00037163",2013-05-08,15.7
"3414","RSM00037163",2013-05-09,14.1
"3415","RSM00037163",2013-05-10,16.2
"3416","RSM00037163",2013-05-11,16.8
"3417","RSM00037163",2013-05-12,16.9
"3418","RSM00037163",2013-05-13,18.9
"3419","RSM00037163",2013-05-14,19.3
"3420","RSM00037163",2013-05-15,20.3
"3421","RSM00037163",2013-05-16,20.6
"3422","RSM00037163",2013-05-17,19.8
"3423","RSM00037163",2013-05-18,19.7
"3424","RSM00037163",2013-05-19,19.9
"3425","RSM00037163",2013-05-20,17.4
"3426","RSM00037163",2013-05-21,16.9
"3427","RSM00037163",2013-05-22,18.8
"3428","RSM00037163",2013-05-23,20.2
"3429","RSM00037163",2013-05-24,21.7
"3430","RSM00037163",2013-05-25,21.5
"3431","RSM00037163",2013-05-26,20.2
"3432","RSM00037163",2013-05-27,20.1
"3433","RSM00037163",2013-05-28,20.8
"3434","RSM00037163",2013-05-29,21.3
"3435","RSM00037163",2013-05-30,22.4
"3436","RSM00037163",2013-05-31,22.8
"3437","RSM00037163",2013-06-01,24.6
"3438","RSM00037163",2013-06-02,20.7
"3439","RSM00037163",2013-06-03,22.3
"3440","RSM00037163",2013-06-04,21.4
"3441","RSM00037163",2013-06-05,21.6
"3442","RSM00037163",2013-06-06,21.6
"3443","RSM00037163",2013-06-07,21
"3444","RSM00037163",2013-06-08,21.2
"3445","RSM00037163",2013-06-09,20.6
"3446","RSM00037163",2013-06-10,21.4
"3447","RSM00037163",2013-06-11,20.2
"3448","RSM00037163",2013-06-12,23.2
"3449","RSM00037163",2013-06-13,24.8
"3450","RSM00037163",2013-06-14,25.8
"3451","RSM00037163",2013-06-15,26.3
"3452","RSM00037163",2013-06-16,26.7
"3453","RSM00037163",2013-06-17,22.9
"3454","RSM00037163",2013-06-18,23.8
"3455","RSM00037163",2013-06-19,24.9
"3456","RSM00037163",2013-06-20,19.6
"3457","RSM00037163",2013-06-21,20.8
"3458","RSM00037163",2013-06-22,21.9
"3459","RSM00037163",2013-06-23,23
"3460","RSM00037163",2013-06-24,23.1
"3461","RSM00037163",2013-06-25,23.6
"3462","RSM00037163",2013-06-26,24.4
"3463","RSM00037163",2013-06-27,26.8
"3464","RSM00037163",2013-06-28,27.6
"3465","RSM00037163",2013-06-29,26.6
"3466","RSM00037163",2013-06-30,26.2
"3467","RSM00037163",2013-07-01,27.2
"3468","RSM00037163",2013-07-02,22
"3469","RSM00037163",2013-07-03,21.2
"3470","RSM00037163",2013-07-04,22.8
"3471","RSM00037163",2013-07-05,22.8
"3472","RSM00037163",2013-07-06,25.1
"3473","RSM00037163",2013-07-07,24.8
"3474","RSM00037163",2013-07-08,26.2
"3475","RSM00037163",2013-07-09,27
"3476","RSM00037163",2013-07-10,26.7
"3477","RSM00037163",2013-07-11,25.2
"3478","RSM00037163",2013-07-12,25.7
"3479","RSM00037163",2013-07-13,26.4
"3480","RSM00037163",2013-07-14,26.2
"3481","RSM00037163",2013-07-15,26.2
"3482","RSM00037163",2013-07-16,27.6
"3483","RSM00037163",2013-07-17,26.8
"3484","RSM00037163",2013-07-18,24.4
"3485","RSM00037163",2013-07-19,21.2
"3486","RSM00037163",2013-07-20,21.2
"3487","RSM00037163",2013-07-21,22.7
"3488","RSM00037163",2013-07-22,24.2
"3489","RSM00037163",2013-07-23,22.3
"3490","RSM00037163",2013-07-24,24.4
"3491","RSM00037163",2013-07-25,21.2
"3492","RSM00037163",2013-07-26,23.1
"3493","RSM00037163",2013-07-27,24.5
"3494","RSM00037163",2013-07-28,21.4
"3495","RSM00037163",2013-07-29,20.9
"3496","RSM00037163",2013-07-30,21.4
"3497","RSM00037163",2013-07-31,23.3
"3498","RSM00037163",2013-08-01,25
"3499","RSM00037163",2013-08-02,25.9
"3500","RSM00037163",2013-08-03,25.6
"3501","RSM00037163",2013-08-04,20.4
"3502","RSM00037163",2013-08-05,20.9
"3503","RSM00037163",2013-08-06,24.5
"3504","RSM00037163",2013-08-07,25.2
"3505","RSM00037163",2013-08-08,20.9
"3506","RSM00037163",2013-08-09,23.1
"3507","RSM00037163",2013-08-10,23.8
"3508","RSM00037163",2013-08-11,23.6
"3509","RSM00037163",2013-08-12,22.9
"3510","RSM00037163",2013-08-13,24.2
"3511","RSM00037163",2013-08-14,24.1
"3512","RSM00037163",2013-08-15,25.1
"3513","RSM00037163",2013-08-16,25.3
"3514","RSM00037163",2013-08-17,24.9
"3515","RSM00037163",2013-08-18,22.8
"3516","RSM00037163",2013-08-19,21.4
"3517","RSM00037163",2013-08-20,22.8
"3518","RSM00037163",2013-08-21,23.4
"3519","RSM00037163",2013-08-22,22.5
"3520","RSM00037163",2013-08-23,23.7
"3521","RSM00037163",2013-08-24,23.8
"3522","RSM00037163",2013-08-25,23
"3523","RSM00037163",2013-08-26,24
"3524","RSM00037163",2013-08-27,24.9
"3525","RSM00037163",2013-08-28,22.3
"3526","RSM00037163",2013-08-29,21.2
"3527","RSM00037163",2013-08-30,23.4
"3528","RSM00037163",2013-08-31,24.4
"3529","RSM00037163",2013-09-01,21.7
"3530","RSM00037163",2013-09-02,20.4
"3531","RSM00037163",2013-09-03,19.9
"3532","RSM00037163",2013-09-04,21.6
"3533","RSM00037163",2013-09-05,16.7
"3534","RSM00037163",2013-09-06,19.2
"3535","RSM00037163",2013-09-07,20.7
"3536","RSM00037163",2013-09-08,19.7
"3537","RSM00037163",2013-09-09,18.6
"3538","RSM00037163",2013-09-10,18.1
"3539","RSM00037163",2013-09-11,18.3
"3540","RSM00037163",2013-09-12,18.1
"3541","RSM00037163",2013-09-13,18.2
"3542","RSM00037163",2013-09-14,20.4
"3543","RSM00037163",2013-09-15,22
"3544","RSM00037163",2013-09-16,21.3
"3545","RSM00037163",2013-09-17,20.2
"3546","RSM00037163",2013-09-18,20.2
"3547","RSM00037163",2013-09-19,20.1
"3548","RSM00037163",2013-09-20,21.6
"3549","RSM00037163",2013-09-21,20.7
"3550","RSM00037163",2013-09-22,16.6
"3551","RSM00037163",2013-09-23,15.7
"3552","RSM00037163",2013-09-24,16.9
"3553","RSM00037163",2013-09-25,14.9
"3554","RSM00037163",2013-09-26,12.4
"3555","RSM00037163",2013-09-27,17.6
"3556","RSM00037163",2013-09-28,10.6
"3557","RSM00037163",2013-09-29,10.7
"3558","RSM00037163",2013-09-30,9.8
"3559","RSM00037163",2013-10-01,13.3
"3560","RSM00037163",2013-10-02,17.1
"3561","RSM00037163",2013-10-03,14.2
"3562","RSM00037163",2013-10-04,8.6
"3563","RSM00037163",2013-10-05,8.4
"3564","RSM00037163",2013-10-06,8.9
"3565","RSM00037163",2013-10-07,9
"3566","RSM00037163",2013-10-08,8.3
"3567","RSM00037163",2013-10-09,8.8
"3568","RSM00037163",2013-10-10,13.8
"3569","RSM00037163",2013-10-11,16.8
"3570","RSM00037163",2013-10-12,14.3
"3571","RSM00037163",2013-10-13,13.9
"3572","RSM00037163",2013-10-14,14
"3573","RSM00037163",2013-10-15,12.4
"3574","RSM00037163",2013-10-16,15.9
"3575","RSM00037163",2013-10-17,15.9
"3576","RSM00037163",2013-10-18,16.2
"3577","RSM00037163",2013-10-19,16.2
"3578","RSM00037163",2013-10-20,11
"3579","RSM00037163",2013-10-21,7.5
"3580","RSM00037163",2013-10-22,10.1
"3581","RSM00037163",2013-10-23,8.7
"3582","RSM00037163",2013-10-24,3.3
"3583","RSM00037163",2013-10-25,7.4
"3584","RSM00037163",2013-10-26,7
"3585","RSM00037163",2013-10-27,6.7
"3586","RSM00037163",2013-10-28,9.2
"3587","RSM00037163",2013-10-29,11.9
"3588","RSM00037163",2013-10-30,11.9
"3589","RSM00037163",2013-10-31,13.2
"3590","RSM00037163",2013-11-01,10.1
"3591","RSM00037163",2013-11-02,10
"3592","RSM00037163",2013-11-03,13
"3593","RSM00037163",2013-11-04,9.8
"3594","RSM00037163",2013-11-05,10.1
"3595","RSM00037163",2013-11-06,12.2
"3596","RSM00037163",2013-11-07,8.8
"3597","RSM00037163",2013-11-08,10.6
"3598","RSM00037163",2013-11-09,7.4
"3599","RSM00037163",2013-11-10,10.6
"3600","RSM00037163",2013-11-11,12.5
"3601","RSM00037163",2013-11-12,10.3
"3602","RSM00037163",2013-11-13,9.6
"3603","RSM00037163",2013-11-14,11.3
"3604","RSM00037163",2013-11-15,6.9
"3605","RSM00037163",2013-11-16,3.6
"3606","RSM00037163",2013-11-17,2
"3607","RSM00037163",2013-11-18,6.5
"3608","RSM00037163",2013-11-19,5.6
"3609","RSM00037163",2013-11-20,9.1
"3610","RSM00037163",2013-11-21,10
"3611","RSM00037163",2013-11-22,8.8
"3612","RSM00037163",2013-11-23,6.7
"3613","RSM00037163",2013-11-24,2.8
"3614","RSM00037163",2013-11-25,1
"3615","RSM00037163",2013-11-26,9.4
"3616","RSM00037163",2013-11-27,8.6
"3617","RSM00037163",2013-11-28,4.9
"3618","RSM00037163",2013-11-29,5.7
"3619","RSM00037163",2013-11-30,4.7
"3620","RSM00037163",2013-12-01,3.1
"3621","RSM00037163",2013-12-02,6
"3622","RSM00037163",2013-12-03,3.3
"3623","RSM00037163",2013-12-04,-2.1
"3624","RSM00037163",2013-12-05,0.1
"3625","RSM00037163",2013-12-06,0.8
"3626","RSM00037163",2013-12-07,2.2
"3627","RSM00037163",2013-12-08,1.4
"3628","RSM00037163",2013-12-09,-1.3
"3629","RSM00037163",2013-12-10,1.1
"3630","RSM00037163",2013-12-11,-4.8
"3631","RSM00037163",2013-12-12,-6.6
"3632","RSM00037163",2013-12-13,-5.1
"3633","RSM00037163",2013-12-14,-1.3
"3634","RSM00037163",2013-12-15,-2.6
"3635","RSM00037163",2013-12-16,-6.4
"3636","RSM00037163",2013-12-17,-7.6
"3637","RSM00037163",2013-12-18,-2.8
"3638","RSM00037163",2013-12-19,-1.3
"3639","RSM00037163",2013-12-20,-0.5
"3640","RSM00037163",2013-12-21,-0.8
"3641","RSM00037163",2013-12-22,2.3
"3642","RSM00037163",2013-12-23,1.4
"3643","RSM00037163",2013-12-24,0.4
"3644","RSM00037163",2013-12-25,1
"3645","RSM00037163",2013-12-26,4.1
"3646","RSM00037163",2013-12-27,7.4
"3647","RSM00037163",2013-12-28,8.2
"3648","RSM00037163",2013-12-29,4.4
"3649","RSM00037163",2013-12-30,1.7
"3650","RSM00037163",2013-12-31,1.3
"3651","RSM00037163",2014-01-01,1.8
"3652","RSM00037163",2014-01-02,0.9
"3653","RSM00037163",2014-01-03,1.1
"3654","RSM00037163",2014-01-04,2.8
"3655","RSM00037163",2014-01-05,1.5
"3656","RSM00037163",2014-01-06,3.4
"3657","RSM00037163",2014-01-07,5.2
"3658","RSM00037163",2014-01-08,1.3
"3659","RSM00037163",2014-01-09,-1.1
"3660","RSM00037163",2014-01-10,2.8
"3661","RSM00037163",2014-01-11,3.9
"3662","RSM00037163",2014-01-12,5.1
"3663","RSM00037163",2014-01-13,5.2
"3664","RSM00037163",2014-01-14,1.9
"3665","RSM00037163",2014-01-15,-0.1
"3666","RSM00037163",2014-01-16,2.6
"3667","RSM00037163",2014-01-17,3.9
"3668","RSM00037163",2014-01-18,5.3
"3669","RSM00037163",2014-01-19,5.1
"3670","RSM00037163",2014-01-20,-2
"3671","RSM00037163",2014-01-21,-0.9
"3672","RSM00037163",2014-01-22,4.4
"3673","RSM00037163",2014-01-23,4.1
"3674","RSM00037163",2014-01-24,2.7
